folds,eta,max_depth,colsample_bytree,subsample,lambda,bestLoss,bestRound
8,0.024,5,0.85,1,0,0.441589,413
10,0.024,5,0.85,1,0,0.44496,415
8,0.026,5,0.85,1,0,0.438245,385
10,0.026,5,0.85,1,0,0.436799,384
8,0.028,5,0.85,1,0,0.443175,357
10,0.028,5,0.85,1,0,0.441311,356
8,0.03,5,0.85,1,0,0.443236,332
10,0.03,5,0.85,1,0,0.440526,333
8,0.01,6,0.85,1,0,0.435017,1000
10,0.01,6,0.85,1,0,0.42655,992
8,0.012,6,0.85,1,0,0.436924,831
10,0.012,6,0.85,1,0,0.439861,801
8,0.014,6,0.85,1,0,0.439914,713
10,0.014,6,0.85,1,0,0.432303,712
8,0.016,6,0.85,1,0,0.435113,624
10,0.016,6,0.85,1,0,0.435447,625
8,0.018,6,0.85,1,0,0.438533,556
10,0.018,6,0.85,1,0,0.433372,552
8,0.02,6,0.85,1,0,0.437118,500
10,0.02,6,0.85,1,0,0.428812,500
8,0.022,6,0.85,1,0,0.435616,452
10,0.022,6,0.85,1,0,0.435802,420
8,0.024,6,0.85,1,0,0.440181,417
10,0.024,6,0.85,1,0,0.436506,412
8,0.026,6,0.85,1,0,0.435815,374
10,0.026,6,0.85,1,0,0.435339,363
8,0.028,6,0.85,1,0,0.437401,340
10,0.028,6,0.85,1,0,0.441991,355
8,0.03,6,0.85,1,0,0.435019,329
10,0.03,6,0.85,1,0,0.435586,328
8,0.01,7,0.85,1,0,0.43455,738
10,0.01,7,0.85,1,0,0.431803,913
8,0.012,7,0.85,1,0,0.432652,657
10,0.012,7,0.85,1,0,0.434857,697
8,0.014,7,0.85,1,0,0.430865,497
10,0.014,7,0.85,1,0,0.433371,563
8,0.016,7,0.85,1,0,0.439917,397
10,0.016,7,0.85,1,0,0.436201,480
8,0.018,7,0.85,1,0,0.439153,396
10,0.018,7,0.85,1,0,0.434623,501
8,0.02,7,0.85,1,0,0.431297,409
10,0.02,7,0.85,1,0,0.431963,386
8,0.022,7,0.85,1,0,0.433672,372
10,0.022,7,0.85,1,0,0.429853,409
8,0.024,7,0.85,1,0,0.436607,351
10,0.024,7,0.85,1,0,0.435789,332
8,0.026,7,0.85,1,0,0.436515,299
10,0.026,7,0.85,1,0,0.43374,256
8,0.028,7,0.85,1,0,0.438655,249
10,0.028,7,0.85,1,0,0.437717,262
8,0.03,7,0.85,1,0,0.434248,226
10,0.03,7,0.85,1,0,0.43828,219
8,0.01,4,0.8,1,0,0.459678,998
10,0.01,4,0.8,1,0,0.453589,1000
8,0.012,4,0.8,1,0,0.454474,833
10,0.012,4,0.8,1,0,0.452416,833
8,0.014,4,0.8,1,0,0.458978,713
10,0.014,4,0.8,1,0,0.458262,714
8,0.016,4,0.8,1,0,0.45728,624
10,0.016,4,0.8,1,0,0.454674,623
8,0.018,4,0.8,1,0,0.456055,556
10,0.018,4,0.8,1,0,0.456973,556
8,0.02,4,0.8,1,0,0.462152,500
10,0.02,4,0.8,1,0,0.45579,497
8,0.022,4,0.8,1,0,0.460295,454
10,0.022,4,0.8,1,0,0.451408,454
8,0.024,4,0.8,1,0,0.454994,417
10,0.024,4,0.8,1,0,0.455289,416
8,0.026,4,0.8,1,0,0.456482,385
10,0.026,4,0.8,1,0,0.454664,385
8,0.028,4,0.8,1,0,0.452058,355
10,0.028,4,0.8,1,0,0.455719,352
8,0.03,4,0.8,1,0,0.461627,333
10,0.03,4,0.8,1,0,0.454173,333
8,0.01,5,0.8,1,0,0.447376,997
10,0.01,5,0.8,1,0,0.438865,1000
8,0.012,5,0.8,1,0,0.443562,831
10,0.012,5,0.8,1,0,0.443846,833
8,0.014,5,0.8,1,0,0.445799,714
10,0.014,5,0.8,1,0,0.438319,712
8,0.016,5,0.8,1,0,0.440851,624
10,0.016,5,0.8,1,0,0.441578,625
8,0.018,5,0.8,1,0,0.444292,556
10,0.018,5,0.8,1,0,0.441868,555
8,0.02,5,0.8,1,0,0.444173,500
10,0.02,5,0.8,1,0,0.444456,496
8,0.022,5,0.8,1,0,0.445738,454
10,0.022,5,0.8,1,0,0.441076,455
8,0.024,5,0.8,1,0,0.439841,417
10,0.024,5,0.8,1,0,0.444012,417
8,0.026,5,0.8,1,0,0.445489,383
10,0.026,5,0.8,1,0,0.441646,385
8,0.028,5,0.8,1,0,0.444141,357
10,0.028,5,0.8,1,0,0.438262,357
8,0.03,5,0.8,1,0,0.443004,333
10,0.03,5,0.8,1,0,0.438897,333
8,0.01,6,0.8,1,0,0.437008,990
10,0.01,6,0.8,1,0,0.435904,992
8,0.012,6,0.8,1,0,0.436303,833
10,0.012,6,0.8,1,0,0.438105,828
8,0.014,6,0.8,1,0,0.429264,705
10,0.014,6,0.8,1,0,0.438432,714
8,0.016,6,0.8,1,0,0.435557,625
10,0.016,6,0.8,1,0,0.435661,625
8,0.018,6,0.8,1,0,0.434855,556
10,0.018,6,0.8,1,0,0.432035,549
8,0.02,6,0.8,1,0,0.433887,500
10,0.02,6,0.8,1,0,0.435994,499
8,0.022,6,0.8,1,0,0.436252,455
10,0.022,6,0.8,1,0,0.43352,454
8,0.024,6,0.8,1,0,0.437186,416
10,0.024,6,0.8,1,0,0.436674,404
8,0.026,6,0.8,1,0,0.438281,373
10,0.026,6,0.8,1,0,0.432742,384
8,0.028,6,0.8,1,0,0.432273,357
10,0.028,6,0.8,1,0,0.432879,356
8,0.03,6,0.8,1,0,0.437264,319
10,0.03,6,0.8,1,0,0.433856,333
8,0.01,7,0.8,1,0,0.438931,782
10,0.01,7,0.8,1,0,0.431121,844
8,0.012,7,0.8,1,0,0.435307,606
10,0.012,7,0.8,1,0,0.433217,619
8,0.014,7,0.8,1,0,0.43703,534
10,0.014,7,0.8,1,0,0.434082,613
8,0.016,7,0.8,1,0,0.425559,578
10,0.016,7,0.8,1,0,0.437987,512
8,0.018,7,0.8,1,0,0.43527,444
10,0.018,7,0.8,1,0,0.437238,444
8,0.02,7,0.8,1,0,0.434376,383
10,0.02,7,0.8,1,0,0.433992,427
8,0.022,7,0.8,1,0,0.440076,308
10,0.022,7,0.8,1,0,0.438521,354
8,0.024,7,0.8,1,0,0.434147,272
10,0.024,7,0.8,1,0,0.433774,285
8,0.026,7,0.8,1,0,0.437928,311
10,0.026,7,0.8,1,0,0.429334,298
8,0.028,7,0.8,1,0,0.440147,267
10,0.028,7,0.8,1,0,0.433522,310
8,0.03,7,0.8,1,0,0.428169,290
10,0.03,7,0.8,1,0,0.437242,245
8,0.01,4,1,1,0,0.45697,1000
10,0.01,4,1,1,0,0.457446,1000
8,0.012,4,1,1,0,0.457253,833
10,0.012,4,1,1,0,0.453572,833
8,0.014,4,1,1,0,0.45233,714
10,0.014,4,1,1,0,0.454255,714
8,0.016,4,1,1,0,0.456416,625
10,0.016,4,1,1,0,0.454874,625
8,0.018,4,1,1,0,0.452005,556
10,0.018,4,1,1,0,0.460354,556
8,0.02,4,1,1,0,0.45268,500
10,0.02,4,1,1,0,0.455246,500
8,0.022,4,1,1,0,0.453306,455
10,0.022,4,1,1,0,0.454505,455
8,0.024,4,1,1,0,0.458875,416
10,0.024,4,1,1,0,0.453962,417
8,0.026,4,1,1,0,0.457447,385
10,0.026,4,1,1,0,0.454324,385
8,0.028,4,1,1,0,0.452952,357
10,0.028,4,1,1,0,0.455181,357
8,0.03,4,1,1,0,0.454866,332
10,0.03,4,1,1,0,0.457841,333
8,0.01,5,1,1,0,0.446317,993
10,0.01,5,1,1,0,0.442598,1000
8,0.012,5,1,1,0,0.443942,827
10,0.012,5,1,1,0,0.448875,833
8,0.014,5,1,1,0,0.444033,714
10,0.014,5,1,1,0,0.440117,714
8,0.016,5,1,1,0,0.450287,625
10,0.016,5,1,1,0,0.443579,624
8,0.018,5,1,1,0,0.446012,556
10,0.018,5,1,1,0,0.442376,554
8,0.02,5,1,1,0,0.445642,500
10,0.02,5,1,1,0,0.440395,500
8,0.022,5,1,1,0,0.444026,453
10,0.022,5,1,1,0,0.447674,455
8,0.024,5,1,1,0,0.43754,416
10,0.024,5,1,1,0,0.449064,414
8,0.026,5,1,1,0,0.441547,385
10,0.026,5,1,1,0,0.445418,385
8,0.028,5,1,1,0,0.443773,356
10,0.028,5,1,1,0,0.443942,357
8,0.03,5,1,1,0,0.441412,333
10,0.03,5,1,1,0,0.444881,333
8,0.01,6,1,1,0,0.441797,1000
10,0.01,6,1,1,0,0.438362,982
8,0.012,6,1,1,0,0.438943,810
10,0.012,6,1,1,0,0.43854,833
8,0.014,6,1,1,0,-1,-1
10,0.014,6,1,1,0,-1,-1
8,0.016,6,1,1,0,-1,-1
10,0.016,6,1,1,0,-1,-1
8,0.018,6,1,1,0,-1,-1
10,0.018,6,1,1,0,-1,-1
8,0.02,6,1,1,0,-1,-1
10,0.02,6,1,1,0,-1,-1
8,0.022,6,1,1,0,-1,-1
10,0.022,6,1,1,0,-1,-1
8,0.024,6,1,1,0,-1,-1
10,0.024,6,1,1,0,-1,-1
8,0.026,6,1,1,0,-1,-1
10,0.026,6,1,1,0,-1,-1
8,0.028,6,1,1,0,-1,-1
10,0.028,6,1,1,0,-1,-1
8,0.03,6,1,1,0,-1,-1
10,0.03,6,1,1,0,-1,-1
8,0.01,7,1,1,0,-1,-1
10,0.01,7,1,1,0,-1,-1
8,0.012,7,1,1,0,-1,-1
10,0.012,7,1,1,0,-1,-1
8,0.014,7,1,1,0,-1,-1
10,0.014,7,1,1,0,-1,-1
8,0.016,7,1,1,0,-1,-1
10,0.016,7,1,1,0,-1,-1
8,0.018,7,1,1,0,-1,-1
10,0.018,7,1,1,0,-1,-1
8,0.02,7,1,1,0,-1,-1
10,0.02,7,1,1,0,-1,-1
8,0.022,7,1,1,0,-1,-1
10,0.022,7,1,1,0,-1,-1
8,0.024,7,1,1,0,-1,-1
10,0.024,7,1,1,0,-1,-1
8,0.026,7,1,1,0,-1,-1
10,0.026,7,1,1,0,-1,-1
8,0.028,7,1,1,0,-1,-1
10,0.028,7,1,1,0,-1,-1
8,0.03,7,1,1,0,-1,-1
10,0.03,7,1,1,0,-1,-1
8,0.01,4,0.85,0.8,1,-1,-1
10,0.01,4,0.85,0.8,1,-1,-1
8,0.012,4,0.85,0.8,1,-1,-1
10,0.012,4,0.85,0.8,1,-1,-1
8,0.014,4,0.85,0.8,1,-1,-1
10,0.014,4,0.85,0.8,1,-1,-1
8,0.016,4,0.85,0.8,1,-1,-1
10,0.016,4,0.85,0.8,1,-1,-1
8,0.018,4,0.85,0.8,1,-1,-1
10,0.018,4,0.85,0.8,1,-1,-1
8,0.02,4,0.85,0.8,1,-1,-1
10,0.02,4,0.85,0.8,1,-1,-1
8,0.022,4,0.85,0.8,1,-1,-1
10,0.022,4,0.85,0.8,1,-1,-1
8,0.024,4,0.85,0.8,1,-1,-1
10,0.024,4,0.85,0.8,1,-1,-1
8,0.026,4,0.85,0.8,1,-1,-1
10,0.026,4,0.85,0.8,1,-1,-1
8,0.028,4,0.85,0.8,1,-1,-1
10,0.028,4,0.85,0.8,1,-1,-1
8,0.03,4,0.85,0.8,1,-1,-1
10,0.03,4,0.85,0.8,1,-1,-1
8,0.01,5,0.85,0.8,1,-1,-1
10,0.01,5,0.85,0.8,1,-1,-1
8,0.012,5,0.85,0.8,1,-1,-1
10,0.012,5,0.85,0.8,1,-1,-1
8,0.014,5,0.85,0.8,1,-1,-1
10,0.014,5,0.85,0.8,1,-1,-1
8,0.016,5,0.85,0.8,1,-1,-1
10,0.016,5,0.85,0.8,1,-1,-1
8,0.018,5,0.85,0.8,1,-1,-1
10,0.018,5,0.85,0.8,1,-1,-1
8,0.02,5,0.85,0.8,1,-1,-1
10,0.02,5,0.85,0.8,1,-1,-1
8,0.022,5,0.85,0.8,1,-1,-1
10,0.022,5,0.85,0.8,1,-1,-1
8,0.024,5,0.85,0.8,1,-1,-1
10,0.024,5,0.85,0.8,1,-1,-1
8,0.026,5,0.85,0.8,1,-1,-1
10,0.026,5,0.85,0.8,1,-1,-1
8,0.028,5,0.85,0.8,1,-1,-1
10,0.028,5,0.85,0.8,1,-1,-1
8,0.03,5,0.85,0.8,1,-1,-1
10,0.03,5,0.85,0.8,1,-1,-1
8,0.01,6,0.85,0.8,1,-1,-1
10,0.01,6,0.85,0.8,1,-1,-1
8,0.012,6,0.85,0.8,1,-1,-1
10,0.012,6,0.85,0.8,1,-1,-1
8,0.014,6,0.85,0.8,1,-1,-1
10,0.014,6,0.85,0.8,1,-1,-1
8,0.016,6,0.85,0.8,1,-1,-1
10,0.016,6,0.85,0.8,1,-1,-1
8,0.018,6,0.85,0.8,1,-1,-1
10,0.018,6,0.85,0.8,1,-1,-1
8,0.02,6,0.85,0.8,1,-1,-1
10,0.02,6,0.85,0.8,1,-1,-1
8,0.022,6,0.85,0.8,1,-1,-1
10,0.022,6,0.85,0.8,1,-1,-1
8,0.024,6,0.85,0.8,1,-1,-1
10,0.024,6,0.85,0.8,1,-1,-1
8,0.026,6,0.85,0.8,1,-1,-1
10,0.026,6,0.85,0.8,1,-1,-1
8,0.028,6,0.85,0.8,1,-1,-1
10,0.028,6,0.85,0.8,1,-1,-1
8,0.03,6,0.85,0.8,1,-1,-1
10,0.03,6,0.85,0.8,1,-1,-1
8,0.01,7,0.85,0.8,1,-1,-1
10,0.01,7,0.85,0.8,1,-1,-1
8,0.012,7,0.85,0.8,1,-1,-1
10,0.012,7,0.85,0.8,1,-1,-1
8,0.014,7,0.85,0.8,1,-1,-1
10,0.014,7,0.85,0.8,1,-1,-1
8,0.016,7,0.85,0.8,1,-1,-1
10,0.016,7,0.85,0.8,1,-1,-1
8,0.018,7,0.85,0.8,1,-1,-1
10,0.018,7,0.85,0.8,1,-1,-1
8,0.02,7,0.85,0.8,1,-1,-1
10,0.02,7,0.85,0.8,1,-1,-1
8,0.022,7,0.85,0.8,1,-1,-1
10,0.022,7,0.85,0.8,1,-1,-1
8,0.024,7,0.85,0.8,1,-1,-1
10,0.024,7,0.85,0.8,1,-1,-1
8,0.026,7,0.85,0.8,1,-1,-1
10,0.026,7,0.85,0.8,1,-1,-1
8,0.028,7,0.85,0.8,1,-1,-1
10,0.028,7,0.85,0.8,1,-1,-1
8,0.03,7,0.85,0.8,1,-1,-1
10,0.03,7,0.85,0.8,1,-1,-1
8,0.01,4,0.8,0.8,1,-1,-1
10,0.01,4,0.8,0.8,1,-1,-1
8,0.012,4,0.8,0.8,1,-1,-1
10,0.012,4,0.8,0.8,1,-1,-1
8,0.014,4,0.8,0.8,1,-1,-1
10,0.014,4,0.8,0.8,1,-1,-1
8,0.016,4,0.8,0.8,1,-1,-1
10,0.016,4,0.8,0.8,1,-1,-1
8,0.018,4,0.8,0.8,1,-1,-1
10,0.018,4,0.8,0.8,1,-1,-1
8,0.02,4,0.8,0.8,1,-1,-1
10,0.02,4,0.8,0.8,1,-1,-1
8,0.022,4,0.8,0.8,1,-1,-1
10,0.022,4,0.8,0.8,1,-1,-1
8,0.024,4,0.8,0.8,1,-1,-1
10,0.024,4,0.8,0.8,1,-1,-1
8,0.026,4,0.8,0.8,1,-1,-1
10,0.026,4,0.8,0.8,1,-1,-1
8,0.028,4,0.8,0.8,1,-1,-1
10,0.028,4,0.8,0.8,1,-1,-1
8,0.03,4,0.8,0.8,1,-1,-1
10,0.03,4,0.8,0.8,1,-1,-1
8,0.01,5,0.8,0.8,1,-1,-1
10,0.01,5,0.8,0.8,1,-1,-1
8,0.012,5,0.8,0.8,1,-1,-1
10,0.012,5,0.8,0.8,1,-1,-1
8,0.014,5,0.8,0.8,1,-1,-1
10,0.014,5,0.8,0.8,1,-1,-1
8,0.016,5,0.8,0.8,1,-1,-1
10,0.016,5,0.8,0.8,1,-1,-1
8,0.018,5,0.8,0.8,1,-1,-1
10,0.018,5,0.8,0.8,1,-1,-1
8,0.02,5,0.8,0.8,1,-1,-1
10,0.02,5,0.8,0.8,1,-1,-1
8,0.022,5,0.8,0.8,1,-1,-1
10,0.022,5,0.8,0.8,1,-1,-1
8,0.024,5,0.8,0.8,1,-1,-1
10,0.024,5,0.8,0.8,1,-1,-1
8,0.026,5,0.8,0.8,1,-1,-1
10,0.026,5,0.8,0.8,1,-1,-1
8,0.028,5,0.8,0.8,1,-1,-1
10,0.028,5,0.8,0.8,1,-1,-1
8,0.03,5,0.8,0.8,1,-1,-1
10,0.03,5,0.8,0.8,1,-1,-1
8,0.01,6,0.8,0.8,1,-1,-1
10,0.01,6,0.8,0.8,1,-1,-1
8,0.012,6,0.8,0.8,1,-1,-1
10,0.012,6,0.8,0.8,1,-1,-1
8,0.014,6,0.8,0.8,1,-1,-1
10,0.014,6,0.8,0.8,1,-1,-1
8,0.016,6,0.8,0.8,1,-1,-1
10,0.016,6,0.8,0.8,1,-1,-1
8,0.018,6,0.8,0.8,1,-1,-1
10,0.018,6,0.8,0.8,1,-1,-1
8,0.02,6,0.8,0.8,1,-1,-1
10,0.02,6,0.8,0.8,1,-1,-1
8,0.022,6,0.8,0.8,1,-1,-1
10,0.022,6,0.8,0.8,1,-1,-1
8,0.024,6,0.8,0.8,1,-1,-1
10,0.024,6,0.8,0.8,1,-1,-1
8,0.026,6,0.8,0.8,1,-1,-1
10,0.026,6,0.8,0.8,1,-1,-1
8,0.028,6,0.8,0.8,1,-1,-1
10,0.028,6,0.8,0.8,1,-1,-1
8,0.03,6,0.8,0.8,1,-1,-1
10,0.03,6,0.8,0.8,1,-1,-1
8,0.01,7,0.8,0.8,1,-1,-1
10,0.01,7,0.8,0.8,1,-1,-1
8,0.012,7,0.8,0.8,1,-1,-1
10,0.012,7,0.8,0.8,1,-1,-1
8,0.014,7,0.8,0.8,1,-1,-1
10,0.014,7,0.8,0.8,1,-1,-1
8,0.016,7,0.8,0.8,1,-1,-1
10,0.016,7,0.8,0.8,1,-1,-1
8,0.018,7,0.8,0.8,1,-1,-1
10,0.018,7,0.8,0.8,1,-1,-1
8,0.02,7,0.8,0.8,1,-1,-1
10,0.02,7,0.8,0.8,1,-1,-1
8,0.022,7,0.8,0.8,1,-1,-1
10,0.022,7,0.8,0.8,1,-1,-1
8,0.024,7,0.8,0.8,1,-1,-1
10,0.024,7,0.8,0.8,1,-1,-1
8,0.026,7,0.8,0.8,1,-1,-1
10,0.026,7,0.8,0.8,1,-1,-1
8,0.028,7,0.8,0.8,1,-1,-1
10,0.028,7,0.8,0.8,1,-1,-1
8,0.03,7,0.8,0.8,1,-1,-1
10,0.03,7,0.8,0.8,1,-1,-1
8,0.01,4,1,0.8,1,-1,-1
10,0.01,4,1,0.8,1,-1,-1
8,0.012,4,1,0.8,1,-1,-1
10,0.012,4,1,0.8,1,-1,-1
8,0.014,4,1,0.8,1,-1,-1
10,0.014,4,1,0.8,1,-1,-1
8,0.016,4,1,0.8,1,-1,-1
10,0.016,4,1,0.8,1,-1,-1
8,0.018,4,1,0.8,1,-1,-1
10,0.018,4,1,0.8,1,-1,-1
8,0.02,4,1,0.8,1,-1,-1
10,0.02,4,1,0.8,1,-1,-1
8,0.022,4,1,0.8,1,-1,-1
10,0.022,4,1,0.8,1,-1,-1
8,0.024,4,1,0.8,1,-1,-1
10,0.024,4,1,0.8,1,-1,-1
8,0.026,4,1,0.8,1,-1,-1
10,0.026,4,1,0.8,1,-1,-1
8,0.028,4,1,0.8,1,-1,-1
10,0.028,4,1,0.8,1,-1,-1
8,0.03,4,1,0.8,1,-1,-1
10,0.03,4,1,0.8,1,-1,-1
8,0.01,5,1,0.8,1,-1,-1
10,0.01,5,1,0.8,1,-1,-1
8,0.012,5,1,0.8,1,-1,-1
10,0.012,5,1,0.8,1,-1,-1
8,0.014,5,1,0.8,1,-1,-1
10,0.014,5,1,0.8,1,-1,-1
8,0.016,5,1,0.8,1,-1,-1
10,0.016,5,1,0.8,1,-1,-1
8,0.018,5,1,0.8,1,-1,-1
10,0.018,5,1,0.8,1,-1,-1
8,0.02,5,1,0.8,1,-1,-1
10,0.02,5,1,0.8,1,-1,-1
8,0.022,5,1,0.8,1,-1,-1
10,0.022,5,1,0.8,1,-1,-1
8,0.024,5,1,0.8,1,-1,-1
10,0.024,5,1,0.8,1,-1,-1
8,0.026,5,1,0.8,1,-1,-1
10,0.026,5,1,0.8,1,-1,-1
8,0.028,5,1,0.8,1,-1,-1
10,0.028,5,1,0.8,1,-1,-1
8,0.03,5,1,0.8,1,-1,-1
10,0.03,5,1,0.8,1,-1,-1
8,0.01,6,1,0.8,1,-1,-1
10,0.01,6,1,0.8,1,-1,-1
8,0.012,6,1,0.8,1,-1,-1
10,0.012,6,1,0.8,1,-1,-1
8,0.014,6,1,0.8,1,-1,-1
10,0.014,6,1,0.8,1,-1,-1
8,0.016,6,1,0.8,1,-1,-1
10,0.016,6,1,0.8,1,-1,-1
8,0.018,6,1,0.8,1,-1,-1
10,0.018,6,1,0.8,1,-1,-1
8,0.02,6,1,0.8,1,-1,-1
10,0.02,6,1,0.8,1,-1,-1
8,0.022,6,1,0.8,1,-1,-1
10,0.022,6,1,0.8,1,-1,-1
8,0.024,6,1,0.8,1,-1,-1
10,0.024,6,1,0.8,1,-1,-1
8,0.026,6,1,0.8,1,-1,-1
10,0.026,6,1,0.8,1,-1,-1
8,0.028,6,1,0.8,1,-1,-1
10,0.028,6,1,0.8,1,-1,-1
8,0.03,6,1,0.8,1,-1,-1
10,0.03,6,1,0.8,1,-1,-1
8,0.01,7,1,0.8,1,-1,-1
10,0.01,7,1,0.8,1,-1,-1
8,0.012,7,1,0.8,1,-1,-1
10,0.012,7,1,0.8,1,-1,-1
8,0.014,7,1,0.8,1,-1,-1
10,0.014,7,1,0.8,1,-1,-1
8,0.016,7,1,0.8,1,-1,-1
10,0.016,7,1,0.8,1,-1,-1
8,0.018,7,1,0.8,1,-1,-1
10,0.018,7,1,0.8,1,-1,-1
8,0.02,7,1,0.8,1,-1,-1
10,0.02,7,1,0.8,1,-1,-1
8,0.022,7,1,0.8,1,-1,-1
10,0.022,7,1,0.8,1,-1,-1
8,0.024,7,1,0.8,1,-1,-1
10,0.024,7,1,0.8,1,-1,-1
8,0.026,7,1,0.8,1,-1,-1
10,0.026,7,1,0.8,1,-1,-1
8,0.028,7,1,0.8,1,-1,-1
10,0.028,7,1,0.8,1,-1,-1
8,0.03,7,1,0.8,1,-1,-1
10,0.03,7,1,0.8,1,-1,-1
8,0.01,4,0.85,0.95,1,-1,-1
10,0.01,4,0.85,0.95,1,-1,-1
8,0.012,4,0.85,0.95,1,-1,-1
10,0.012,4,0.85,0.95,1,-1,-1
8,0.014,4,0.85,0.95,1,-1,-1
10,0.014,4,0.85,0.95,1,-1,-1
8,0.016,4,0.85,0.95,1,-1,-1
10,0.016,4,0.85,0.95,1,-1,-1
8,0.018,4,0.85,0.95,1,-1,-1
10,0.018,4,0.85,0.95,1,-1,-1
8,0.02,4,0.85,0.95,1,-1,-1
10,0.02,4,0.85,0.95,1,-1,-1
8,0.022,4,0.85,0.95,1,-1,-1
10,0.022,4,0.85,0.95,1,-1,-1
8,0.024,4,0.85,0.95,1,-1,-1
10,0.024,4,0.85,0.95,1,-1,-1
8,0.026,4,0.85,0.95,1,-1,-1
10,0.026,4,0.85,0.95,1,-1,-1
8,0.028,4,0.85,0.95,1,-1,-1
10,0.028,4,0.85,0.95,1,-1,-1
8,0.03,4,0.85,0.95,1,-1,-1
10,0.03,4,0.85,0.95,1,-1,-1
8,0.01,5,0.85,0.95,1,-1,-1
10,0.01,5,0.85,0.95,1,-1,-1
8,0.012,5,0.85,0.95,1,-1,-1
10,0.012,5,0.85,0.95,1,-1,-1
8,0.014,5,0.85,0.95,1,-1,-1
10,0.014,5,0.85,0.95,1,-1,-1
8,0.016,5,0.85,0.95,1,-1,-1
10,0.016,5,0.85,0.95,1,-1,-1
8,0.018,5,0.85,0.95,1,-1,-1
10,0.018,5,0.85,0.95,1,-1,-1
8,0.02,5,0.85,0.95,1,-1,-1
10,0.02,5,0.85,0.95,1,-1,-1
8,0.022,5,0.85,0.95,1,-1,-1
10,0.022,5,0.85,0.95,1,-1,-1
8,0.024,5,0.85,0.95,1,-1,-1
10,0.024,5,0.85,0.95,1,-1,-1
8,0.026,5,0.85,0.95,1,-1,-1
10,0.026,5,0.85,0.95,1,-1,-1
8,0.028,5,0.85,0.95,1,-1,-1
10,0.028,5,0.85,0.95,1,-1,-1
8,0.03,5,0.85,0.95,1,-1,-1
10,0.03,5,0.85,0.95,1,-1,-1
8,0.01,6,0.85,0.95,1,-1,-1
10,0.01,6,0.85,0.95,1,-1,-1
8,0.012,6,0.85,0.95,1,-1,-1
10,0.012,6,0.85,0.95,1,-1,-1
8,0.014,6,0.85,0.95,1,-1,-1
10,0.014,6,0.85,0.95,1,-1,-1
8,0.016,6,0.85,0.95,1,-1,-1
10,0.016,6,0.85,0.95,1,-1,-1
8,0.018,6,0.85,0.95,1,-1,-1
10,0.018,6,0.85,0.95,1,-1,-1
8,0.02,6,0.85,0.95,1,-1,-1
10,0.02,6,0.85,0.95,1,-1,-1
8,0.022,6,0.85,0.95,1,-1,-1
10,0.022,6,0.85,0.95,1,-1,-1
8,0.024,6,0.85,0.95,1,-1,-1
10,0.024,6,0.85,0.95,1,-1,-1
8,0.026,6,0.85,0.95,1,-1,-1
10,0.026,6,0.85,0.95,1,-1,-1
8,0.028,6,0.85,0.95,1,-1,-1
10,0.028,6,0.85,0.95,1,-1,-1
8,0.03,6,0.85,0.95,1,-1,-1
10,0.03,6,0.85,0.95,1,-1,-1
8,0.01,7,0.85,0.95,1,-1,-1
10,0.01,7,0.85,0.95,1,-1,-1
8,0.012,7,0.85,0.95,1,-1,-1
10,0.012,7,0.85,0.95,1,-1,-1
8,0.014,7,0.85,0.95,1,-1,-1
10,0.014,7,0.85,0.95,1,-1,-1
8,0.016,7,0.85,0.95,1,-1,-1
10,0.016,7,0.85,0.95,1,-1,-1
8,0.018,7,0.85,0.95,1,-1,-1
10,0.018,7,0.85,0.95,1,-1,-1
8,0.02,7,0.85,0.95,1,-1,-1
10,0.02,7,0.85,0.95,1,-1,-1
8,0.022,7,0.85,0.95,1,-1,-1
10,0.022,7,0.85,0.95,1,-1,-1
8,0.024,7,0.85,0.95,1,-1,-1
10,0.024,7,0.85,0.95,1,-1,-1
8,0.026,7,0.85,0.95,1,-1,-1
10,0.026,7,0.85,0.95,1,-1,-1
8,0.028,7,0.85,0.95,1,-1,-1
10,0.028,7,0.85,0.95,1,-1,-1
8,0.03,7,0.85,0.95,1,-1,-1
10,0.03,7,0.85,0.95,1,-1,-1
8,0.01,4,0.8,0.95,1,-1,-1
10,0.01,4,0.8,0.95,1,-1,-1
8,0.012,4,0.8,0.95,1,-1,-1
10,0.012,4,0.8,0.95,1,-1,-1
8,0.014,4,0.8,0.95,1,-1,-1
10,0.014,4,0.8,0.95,1,-1,-1
8,0.016,4,0.8,0.95,1,-1,-1
10,0.016,4,0.8,0.95,1,-1,-1
8,0.018,4,0.8,0.95,1,-1,-1
10,0.018,4,0.8,0.95,1,-1,-1
8,0.02,4,0.8,0.95,1,-1,-1
10,0.02,4,0.8,0.95,1,-1,-1
8,0.022,4,0.8,0.95,1,-1,-1
10,0.022,4,0.8,0.95,1,-1,-1
8,0.024,4,0.8,0.95,1,-1,-1
10,0.024,4,0.8,0.95,1,-1,-1
8,0.026,4,0.8,0.95,1,-1,-1
10,0.026,4,0.8,0.95,1,-1,-1
8,0.028,4,0.8,0.95,1,-1,-1
10,0.028,4,0.8,0.95,1,-1,-1
8,0.03,4,0.8,0.95,1,-1,-1
10,0.03,4,0.8,0.95,1,-1,-1
8,0.01,5,0.8,0.95,1,-1,-1
10,0.01,5,0.8,0.95,1,-1,-1
8,0.012,5,0.8,0.95,1,-1,-1
10,0.012,5,0.8,0.95,1,-1,-1
8,0.014,5,0.8,0.95,1,-1,-1
